X_Acc,Y_Acc,Z_Acc,Activity,Semantic_Interpretation
-0.08,3.49,1.3075534,Downstairs,**General description:** Downstairs involves controlled descent with eccentric muscle actions to absorb impact and regulate speed. **Accelerometer patterns:** periodic impacts with sharper deceleration peaks at foot placement; vertical oscillations with slightly higher impact signatures than ascent; AP axis exhibits braking components. **Gyroscope patterns:** pitch decreases as the body lowers each step; subtle roll from lateral stabilization; occasional yaw adjustments at landings. **Body parts involved:** quadriceps and calves eccentrically control descent; hip stabilizers and core maintain balance; ankle strategy mitigates impact.
5.56,13.1,5.8567495,Jogging,"**General description:** Jogging is a faster locomotion with a flight phase, higher impact forces, and elevated cadence compared to walking. Common in exercise or brisk travel. **Accelerometer patterns:** strong, high-frequency periodic impacts at foot strike; larger vertical amplitude; clearer stanceâ€“flight oscillations; peaks often sharper and more frequent than walking. **Gyroscope patterns:** pronounced pitch oscillations at each stride, moderate roll from trunk stabilization, and occasional yaw drift from heading changes. **Body parts involved:** hip flexors/extensors, knee extensors/flexors, ankle plantar/dorsiflexors; core musculature stabilizes the trunk; coordinated arm swing."
2.87,2.76,-5.053149,Jogging,"**General description:** Jogging is a faster locomotion with a flight phase, higher impact forces, and elevated cadence compared to walking. Common in exercise or brisk travel. **Accelerometer patterns:** strong, high-frequency periodic impacts at foot strike; larger vertical amplitude; clearer stanceâ€“flight oscillations; peaks often sharper and more frequent than walking. **Gyroscope patterns:** pronounced pitch oscillations at each stride, moderate roll from trunk stabilization, and occasional yaw drift from heading changes. **Body parts involved:** hip flexors/extensors, knee extensors/flexors, ankle plantar/dorsiflexors; core musculature stabilizes the trunk; coordinated arm swing."
0,0,0,Jogging,"**General description:** Jogging is a faster locomotion with a flight phase, higher impact forces, and elevated cadence compared to walking. Common in exercise or brisk travel. **Accelerometer patterns:** strong, high-frequency periodic impacts at foot strike; larger vertical amplitude; clearer stanceâ€“flight oscillations; peaks often sharper and more frequent than walking. **Gyroscope patterns:** pronounced pitch oscillations at each stride, moderate roll from trunk stabilization, and occasional yaw drift from heading changes. **Body parts involved:** hip flexors/extensors, knee extensors/flexors, ankle plantar/dorsiflexors; core musculature stabilizes the trunk; coordinated arm swing."
-14.33,6.05,-8.812365,Jogging,"**General description:** Jogging is a faster locomotion with a flight phase, higher impact forces, and elevated cadence compared to walking. Common in exercise or brisk travel. **Accelerometer patterns:** strong, high-frequency periodic impacts at foot strike; larger vertical amplitude; clearer stanceâ€“flight oscillations; peaks often sharper and more frequent than walking. **Gyroscope patterns:** pronounced pitch oscillations at each stride, moderate roll from trunk stabilization, and occasional yaw drift from heading changes. **Body parts involved:** hip flexors/extensors, knee extensors/flexors, ankle plantar/dorsiflexors; core musculature stabilizes the trunk; coordinated arm swing."
2.6,9.66,1.0351465,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
2.68,9.53,0.50395286,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.49,8.89,0.7627395,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.64,9.38,0.92618364,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
2.91,9.34,1.0351465,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.15,9.43,0.88532263,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.15,9.53,0.84446156,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
2.91,9.72,0.84446156,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.21,9.38,0.92618364,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.15,9.43,0.7627395,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.02,9.51,0.42223078,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
2.68,9.15,1.1441092,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
1.84,9.62,1.6480621,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
2.79,9.23,1.7297841,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
2.6,9.51,1.0351465,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
2.83,9.38,1.0760075,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
2.96,9.34,1.2666923,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
2.87,9.47,1.3756552,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
2.96,9.34,1.334794,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.41,9.34,0.92618364,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.26,9.28,1.1849703,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
2.91,9.43,1.3075534,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.06,9.7,1.6889231,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.3,9,1.6480621,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
2.87,9.08,0.7627395,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.45,9,1.2258313,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.34,9.53,1.9885708,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
2.22,9.58,1.2666923,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.3,9.08,1.2666923,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.38,9.19,1.3756552,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
2.79,9.47,1.4573772,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.11,9.3,1.4573772,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.11,9.28,1.2666923,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.26,9.23,1.3756552,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.06,9.3,1.334794,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
2.98,9.38,1.3756552,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.15,9.23,1.334794,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.17,9.23,1.334794,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.11,9.34,1.4573772,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.02,9.28,1.2666923,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.11,9.28,1.2666923,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.15,9.28,1.3756552,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.11,9.28,1.3075534,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.21,9.23,1.3075534,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.02,9.38,1.334794,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.15,9.23,1.334794,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.15,9.23,1.3756552,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.06,9.34,1.334794,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.06,9.28,1.2666923,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.15,9.3,1.2666923,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.17,9.28,1.3075534,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.21,9.3,1.1849703,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.17,9.34,1.3075534,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.17,9.38,1.2666923,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.15,9.28,1.2258313,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.34,9.23,1.3075534,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.11,9.34,1.2666923,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.15,9.28,1.2258313,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
3.11,9.38,1.2258313,Sitting,"**General description:** Sitting is a stationary posture with minimal wholeâ€‘body movement, typically performed on a chair or bench. **Accelerometer patterns:** low variance around 1g on vertical axis; minor micro-movements from posture shifts; AP/ML axes relatively quiet. **Gyroscope patterns:** near-zero angular velocities with occasional small rotations from fidgeting or head/arm adjustments. **Body parts involved:** hip and knee joints flexed; trunk muscles maintain posture; minimal limb activity unless interacting with objects."
